,Objective,Time,Ratio
0,-108367667.70905557,185,0.9999999999997897
1,-108367667.70905793,167,0.9999999999998115
2,-108367667.70906682,193,0.9999999999998935
3,-108367667.70906268,194,0.9999999999998553
4,-108367667.7090562,167,0.9999999999997955
5,-108367667.70906761,168,0.9999999999999009
6,-108367605.56601126,158,0.9999994265534323
7,-108367667.70905566,149,0.9999999999997906
8,-108367667.70906758,168,0.9999999999999006
9,-108367667.70906667,150,0.9999999999998922
10,-108367667.70906708,176,0.9999999999998959
11,-108367667.7090704,158,0.9999999999999266
12,-108367667.70905876,186,0.9999999999998191
13,-108367667.70906264,150,0.9999999999998549
14,-108367667.70905866,159,0.9999999999998183
15,-108367667.70907071,168,0.9999999999999295
16,-108367667.70905432,169,0.9999999999997782
17,-108367667.70906097,169,0.9999999999998396
18,-108367667.70906124,142,0.999999999999842
19,-108367667.70906569,176,0.9999999999998831
20,-108367667.70905086,151,0.9999999999997463
21,-108367667.70906712,158,0.9999999999998963
22,-108367667.70905912,159,0.9999999999998225
23,-108367667.70905536,134,0.9999999999997878
24,-108367667.70905763,167,0.9999999999998087
25,-108367667.70907836,176,1.0
26,-108367667.70905328,184,0.9999999999997686
27,-108367667.709068,117,0.9999999999999044
28,-108367667.70906037,176,0.999999999999834
29,-108367667.70905684,178,0.9999999999998015
30,-108367667.7090607,158,0.999999999999837
31,-108367667.7090514,158,0.9999999999997512
32,-108367667.70905411,168,0.9999999999997763
33,-108367667.70905459,195,0.9999999999997807
34,-108367667.7090582,185,0.9999999999998139
35,-108367667.70905676,177,0.9999999999998007
36,-108367667.70905536,150,0.9999999999997878
37,-108367667.70906495,178,0.9999999999998762
38,-108367667.70904657,167,0.9999999999997067
39,-108367667.70904723,151,0.9999999999997128
40,-108367667.70906247,143,0.9999999999998535
41,-108367667.70906645,159,0.9999999999998901
42,-108367667.70906372,168,0.999999999999865
43,-108367667.70906508,192,0.9999999999998774
44,-108367667.7090723,177,0.9999999999999442
45,-108367667.70904833,169,0.9999999999997229
46,-108367667.70905885,159,0.99999999999982
47,-108367667.70906328,160,0.9999999999998609
48,-108367667.70905367,204,0.9999999999997722
49,-108367667.70906465,170,0.9999999999998735
50,-108367667.70906052,154,0.9999999999998354
51,-108367667.70907257,169,0.9999999999999466
52,-108367667.70906454,197,0.9999999999998725
53,-108367667.70905828,161,0.9999999999998148
54,-108367667.70906909,180,0.9999999999999145
55,-108367667.70906182,153,0.9999999999998473
56,-108367667.70906927,206,0.9999999999999161
57,-108367667.70906787,181,0.9999999999999032
58,-108367667.70906079,192,0.9999999999998379
59,-108367667.70906061,167,0.9999999999998362
60,-108367667.70906866,176,0.9999999999999105
61,-108367667.7090674,181,0.999999999999899
62,-108367667.70905083,164,0.999999999999746
63,-108367667.7090632,171,0.9999999999998601
64,-108367667.70905608,182,0.9999999999997944
65,-108367667.70905715,165,0.9999999999998044
66,-108367667.7090646,173,0.9999999999998731
67,-108367667.70907179,164,0.9999999999999394
68,-108367667.70905459,163,0.9999999999997807
69,-108367667.70905976,173,0.9999999999998284
70,-108367667.70905606,164,0.9999999999997943
71,-108367667.70906861,182,0.9999999999999101
72,-108367667.70905495,170,0.999999999999784
73,-108367667.70905524,169,0.9999999999997867
74,-108367667.70904888,169,0.999999999999728
75,-108367667.70905577,153,0.9999999999997915
76,-108367667.70905271,171,0.9999999999997633
77,-108367667.70906182,144,0.9999999999998473
78,-108367667.70906839,177,0.999999999999908
79,-108367667.70905454,152,0.9999999999997803
80,-108367667.70905617,161,0.9999999999997953
81,-108367667.70906812,176,0.9999999999999055
82,-108367667.70906281,158,0.9999999999998566
83,-108367667.70905781,143,0.9999999999998104
84,-108367667.70905653,133,0.9999999999997986
85,-108367667.70906092,184,0.9999999999998391
86,-108367667.70906594,142,0.9999999999998854
87,-108367667.7090545,161,0.9999999999997798
88,-108367667.70906535,194,0.99999999999988
89,-108367667.70905653,170,0.9999999999997986
90,-108367667.70906599,135,0.9999999999998859
91,-108367667.7090558,187,0.9999999999997918
92,-108367667.70905577,177,0.9999999999997915
93,-108367667.70905776,176,0.9999999999998099
94,-108367667.70905484,135,0.9999999999997831
95,-108367667.70905145,156,0.9999999999997516
96,-108367667.70905855,118,0.9999999999998173
97,-108367667.7090595,110,0.999999999999826
98,-108367653.27230585,89,0.9999998667797064
99,-108367667.70904814,114,0.9999999999997211
