,Objective,Time,Ratio
0,127531803.22334218,344.0,1.000610647864984
1,127453973.74760062,451.0,1.0000000001663205
2,127532173.62996328,422.0,1.0006135540640635
3,127514347.75306906,542.0,1.0004736927763136
4,127532668.6933764,388.0,1.0006174383165403
5,127514331.31131521,391.0,1.0004735637748132
6,127453973.73044306,383.0,1.0000000000317029
7,127531180.7835516,514.0,1.0006057642213253
8,127453973.72718306,436.0,1.000000000006125
9,127577853.81996492,359.0,1.0009719594449713
10,127585752.49748123,465.0,1.0010339322284427
11,127582252.96900646,404.0,1.001006475034505
12,128042140.38773324,342.0,1.0046147377295072
13,127517631.16348402,344.0,1.0004994543145298
14,127509045.86354484,359.0,1.0004320943124194
15,127721727.70315069,359.0,1.002100789555005
16,127547426.75738348,327.0,1.0007332296377176
17,127542018.04960793,437.0,1.0006907930810736
18,127525766.39830507,436.0,1.0005632831194167
19,127462111.2887168,418.0,1.000063847066329
20,127476795.59059532,401.0,1.0001790596520899
21,127489080.82124405,469.0,1.0002754491979748
22,127514584.45293228,357.0,1.0004755499162388
23,127453973.7264673,588.0,1.0000000000005091
24,127462423.6404966,375.0,1.0000662977688897
25,127497625.93533173,374.0,1.000342493903117
26,127472738.68567465,448.0,1.000147229299516
27,127531499.69109546,371.0,1.0006082663602116
28,127552753.63542421,405.0,1.000775024160752
29,127508184.75289893,390.0,1.0004253380644914
30,127524095.3976515,373.0,1.00055017249913
31,127536669.42833738,356.0,1.0006488279613195
32,127453973.72912726,457.0,1.0000000000213791
33,127523455.29188502,416.0,1.0005451502487617
34,127500637.72447135,386.0,1.0003661243090711
35,127568478.644287,356.0,1.0008984021018474
36,127454287.2417869,436.0,1.000002459832168
37,127472560.32063648,464.0,1.0001458298528532
38,127465934.14665946,621.0,1.0000938410934346
39,127454031.98843527,471.0,1.0000004571221373
40,127453997.78588134,420.0,1.0000001887699397
41,127521572.38875116,423.0,1.0005303770480618
42,127587887.03781158,371.0,1.00105067976693
43,127526948.59772825,356.0,1.000572558620122
44,127534360.90072997,358.0,1.00063071532395
45,127503175.445031,314.0,1.0003860351873706
46,127465798.88449483,451.0,1.0000927798306063
47,127478432.36056338,407.0,1.0001919016994596
48,127503921.29762642,392.0,1.0003918871241413
49,128261688.51310451,358.0,1.0063373056412974
50,127544371.6800619,436.0,1.000709259594005
51,127459114.51319717,373.0,1.0000403344567805
52,127453974.42007522,329.0,1.0000000054425358
53,127525098.53799479,451.0,1.0005580431077423
54,127564483.60820943,355.0,1.000867057170334
55,127519470.18872775,469.0,1.0005138832506388
56,127619754.82238545,468.0,1.0013007134351017
57,127570849.23036158,422.0,1.0009170016480622
58,127454007.82863279,344.0,1.000000267565062
59,127488929.63440977,373.0,1.0002742629906731
60,127487072.79253216,401.0,1.0002596942657969
61,127559492.3734669,389.0,1.000827896094405
62,127533304.46448772,530.0,1.000622426557336
63,127453973.7264024,691.0,1.0
64,127546685.64237861,463.0,1.0007274148719383
65,127480973.92857426,497.0,1.0002118427647444
66,127521557.81712876,496.0,1.0005302627195558
67,127453973.7264396,439.0,1.0000000000002918
68,127465467.18728988,461.0,1.0000901773444282
69,127479580.27166875,421.0,1.0002009081750665
70,127465156.63539529,329.0,1.000087740763712
71,127604266.12023076,418.0,1.0011791895492486
72,,,
73,127453973.7671524,467.0,1.0000000003197231
74,127514701.55023931,400.0,1.0004764686581469
75,127566397.37801489,372.0,1.00088207255
76,127524120.44229285,403.0,1.000550368998624
77,127474875.33440612,403.0,1.0001639933804543
78,127515173.87976116,358.0,1.0004801745412044
79,127480005.87591441,342.0,1.0002042474530288
80,127684736.11982661,340.0,1.0018105547177334
81,127460228.8299026,404.0,1.0000490773517476
82,127499318.96309438,341.0,1.0003557773474314
83,127453973.82602577,439.0,1.0000000007816419
84,127500872.9106504,500.0,1.0003679695726764
85,127573633.2362191,358.0,1.0009388448733152
86,127453973.73831636,510.0,1.0000000000934766
87,128385338.71104424,328.0,1.0073074613322073
88,129348968.78910714,376.0,1.0148680736057127
89,127551737.79074395,407.0,1.0007670538742983
90,129795493.74811059,264.0,1.018371494848286
91,127481292.64898753,372.0,1.0002143434354096
92,127504387.44281204,383.0,1.000395544485085
93,127810432.1861577,322.0,1.002796762229795
94,127522757.97767928,432.0,1.0005396791427197
95,127520814.08777833,347.0,1.0005244274417007
96,127453973.84383367,415.0,1.000000000921362
97,127510520.07211247,375.0,1.0004436609079874
98,127453973.7552968,373.0,1.0000000002267044
99,127474200.91791187,307.0,1.0001587019291598
