,Objective,Time,Ratio
0,197406962.60591352,31,1.0000000000001266
1,197406962.60590273,36,1.000000000000072
2,197406962.60591358,33,1.000000000000127
3,197406962.60590053,33,1.0000000000000608
4,197406962.60590827,36,1.0000000000001001
5,197406962.60589826,36,1.0000000000000493
6,197406962.60589355,33,1.0000000000000255
7,197406962.60591602,33,1.0000000000001394
8,197406962.6059109,39,1.0000000000001135
9,197406962.60589516,36,1.0000000000000338
10,197406962.60590434,31,1.0000000000000802
11,197406962.6059079,36,1.0000000000000981
12,197406962.60588852,33,1.0
13,197406962.60591742,34,1.0000000000001465
14,197406962.60590446,34,1.0000000000000808
15,197406962.60590947,31,1.0000000000001061
16,197406962.6058908,31,1.0000000000000115
17,197406962.60589588,22,1.0000000000000373
18,197406962.60590488,36,1.0000000000000828
19,197406962.60590494,28,1.0000000000000833
20,197406962.60590827,29,1.0000000000001001
21,197406962.60591322,36,1.0000000000001252
22,197406962.6059007,33,1.0000000000000617
23,197406962.6059029,36,1.0000000000000728
24,197406962.60590827,36,1.0000000000001001
25,197406962.6059095,34,1.0000000000001064
26,197406962.60590398,32,1.0000000000000784
27,197406962.6058948,37,1.0000000000000318
28,197406962.60589898,34,1.000000000000053
29,197406962.6059051,34,1.000000000000084
30,197406962.6059193,36,1.0000000000001559
31,197406962.60590345,36,1.0000000000000757
32,197406962.60590827,30,1.0000000000001001
33,197406962.60589746,34,1.0000000000000453
34,197406962.60590827,39,1.0000000000001001
35,197406962.6058902,37,1.0000000000000087
36,197406962.60590565,34,1.0000000000000868
37,197406962.60590464,36,1.0000000000000817
38,197406962.60589322,31,1.0000000000000238
39,197406962.60590398,34,1.0000000000000784
40,197406962.60591733,29,1.0000000000001459
41,197406962.6059093,32,1.0000000000001052
42,197406962.60590377,36,1.0000000000000773
43,197406962.60589492,36,1.0000000000000324
44,197406962.6058953,38,1.0000000000000344
45,197406962.60590732,33,1.0000000000000953
46,197406962.6058982,33,1.000000000000049
47,197406962.6059041,32,1.000000000000079
48,197406962.60590357,26,1.0000000000000762
49,197406962.6059137,21,1.0000000000001277
