,Objective,Time,Ratio
0,195977037.26889846,228,1.000000022108174
1,195977032.93621615,250,1.0000000000000613
2,195977032.93624455,241,1.0000000000002063
3,195977039.6539053,238,1.0000000342780022
4,195977032.936234,219,1.0000000000001523
5,195977032.93620414,257,1.0
6,195977035.10596278,259,1.0000000110714946
7,195977032.968036,227,1.0000000001624265
8,195977033.62772477,238,1.0000000035285799
9,195977034.8918242,239,1.0000000099788227
10,195977033.38177162,207,1.00000000227357
11,195977032.93623412,257,1.000000000000153
12,195977033.65991572,239,1.0000000036928387
13,195977032.93623164,207,1.0000000000001403
14,195977032.93623093,269,1.0000000000001368
15,195977032.93625045,247,1.0000000000002363
16,195977032.93624613,250,1.0000000000002143
17,195977032.9362374,249,1.0000000000001696
18,195977032.93622506,249,1.0000000000001068
19,195977032.9362858,248,1.0000000000004168
20,195977035.55544138,226,1.0000000133650215
21,195977032.93624467,237,1.0000000000002067
22,195977032.93622607,229,1.000000000000112
23,195977034.53514385,247,1.0000000081588118
24,195977034.45288098,200,1.000000007739054
25,195977034.3660773,278,1.0000000072961261
26,195977032.93623117,242,1.000000000000138
27,195977034.21733096,238,1.0000000065371273
28,195977036.9716915,238,1.0000000205916342
29,195977032.93622535,257,1.0000000000001084
30,195977033.12664616,196,1.000000000971757
31,195977037.9545388,227,1.0000000256067487
32,197606132.0979632,199,1.0083127044906808
33,195977032.9362259,240,1.000000000000111
34,195977032.93623585,171,1.0000000000001619
35,195977033.98219794,209,1.0000000053373286
36,195977032.93623492,220,1.000000000000157
37,195977032.9362252,228,1.0000000000001075
38,195977032.93623397,256,1.0000000000001523
39,195977033.2869975,258,1.0000000017899717
40,195977034.9081784,258,1.0000000100622721
41,195977032.93626317,266,1.0000000000003013
42,195977035.27108085,225,1.0000000119140324
43,195977208.5645759,158,1.0000008961681333
44,195977032.93625408,181,1.000000000000255
45,195977032.93623713,221,1.0000000000001683
46,195977038.46910396,214,1.000000028232389
47,195977032.93623224,179,1.0000000000001434
48,195977033.49564683,168,1.000000002854634
49,195977034.46399757,156,1.000000007795778
