,Objective,Time,Ratio
0,26898116.042770732,126,1.0003283205923337
1,26889287.735893853,126,1.0
2,26889287.735894118,139,1.0000000000000098
3,26905259.801541608,116,1.000593993630647
4,26919163.16379692,104,1.0011110531523373
5,26941260.11199483,117,1.001932828292495
6,26925633.821892973,126,1.0013516938922336
7,26947163.62858703,108,1.0021523773058487
8,26919722.521827437,118,1.001131855415157
9,26903080.792437654,131,1.0005129573040117
10,26937069.33956395,113,1.0017769754312351
11,26917870.98277518,126,1.0010629975461631
12,26946943.646090012,112,1.002144196259955
13,26943009.462594192,126,1.0019978858208516
14,26941565.23750387,96,1.0019441757670744
15,26934198.952510495,105,1.0016702270829096
16,26936681.89350261,113,1.0017625664939236
17,26927319.12884262,102,1.001414369667293
18,26933858.730327792,122,1.0016575743794969
19,26941797.757045675,105,1.001952823059784
20,26930129.742556956,126,1.0015188950731702
21,26957402.24565521,126,1.0025331466727707
22,26904448.81426896,112,1.000563833394325
23,26924626.8568318,121,1.0013142453338686
24,26908859.131730527,109,1.0007278510323108
25,26926321.79384064,104,1.0013772792463131
26,26939240.25252995,121,1.001857710666297
27,26948607.932685047,109,1.002206090297885
28,26930117.05107639,110,1.0015184230829601
29,26889287.735894028,138,1.0000000000000064
30,26937722.75944062,108,1.001801275809999
31,26904166.200716123,113,1.0005533231288388
32,26924376.990282517,113,1.0013049529140865
33,26908115.57657899,117,1.0007001985649475
34,26907529.823839027,111,1.0006784146952625
35,26955180.819867432,109,1.0024505328895574
36,26891358.071379177,121,1.0000769948057255
37,26929247.392222106,113,1.0014860808780335
38,26916236.372824024,134,1.0010022071687008
39,26931011.285357483,117,1.001551679236484
40,26897054.867282405,117,1.0002888559736072
41,26927225.728319865,93,1.001410896145656
42,26923330.46647178,108,1.001266033184378
43,26952922.00121743,123,1.0023665284833347
44,26917966.400758352,116,1.0010665460962067
45,26930014.55680904,116,1.0015146113692266
46,26962772.778490197,93,1.0027328742701596
47,26925158.8385985,93,1.0013340294862763
48,26919910.398044363,83,1.0011388424435517
49,26938595.982244294,62,1.0018337505565318
