,Objective,Time,Ratio
0,79211892.72164276,142,1.0000794398925346
1,79541074.52126616,151,1.0042354818513732
2,79517012.00890318,129,1.0039316837339498
3,79394506.8562403,120,1.0023850108765096
4,79596149.91739126,137,1.0049308290955328
5,79368709.26050246,120,1.002059306689807
6,79424209.95355338,136,1.002760023464939
7,79447985.79169267,151,1.00306020221427
8,79599828.35680947,126,1.0049772707535547
9,79211963.30738744,143,1.0000803310636652
10,79410793.88143885,113,1.0025906405929377
11,79263138.81483606,147,1.0007264407710204
12,79395749.8249398,133,1.0024007038160176
13,79461355.41315445,108,1.003228998629602
14,79408856.60087729,125,1.0025661817093994
15,79245680.4181559,134,1.0005060220564383
16,79431589.71944681,127,1.0028531957385416
17,79572433.20364371,139,1.004631396813513
18,79521345.0282295,155,1.0039863897053896
19,79245571.32221729,142,1.0005046446798673
20,79327652.70460811,167,1.001540952488033
21,79267722.5922895,146,1.0007843126565508
22,79406662.57605608,122,1.0025384813346334
23,79323634.59720623,142,1.0014902223961009
24,79359214.05284509,129,1.0019394261815984
25,79490740.73520306,120,1.003599999187797
26,79383937.8193104,125,1.0022515728766097
27,79287158.0559425,145,1.0010296925728275
28,79205600.63724001,145,1.0
29,79338007.38110015,133,1.0016716841081297
30,79290556.78187945,150,1.001072602744704
31,79302322.63757229,129,1.0012211510240958
32,79369584.7740804,129,1.0020703603725125
33,79235050.92905465,154,1.0003718208255186
34,79465424.57214378,129,1.0032803732667057
35,79391853.68779282,122,1.0023515136436607
36,79483024.11134255,137,1.0035025739577828
37,79300046.34381768,133,1.0011924119736209
38,79335005.83432753,133,1.001633788470088
39,79354805.88317987,129,1.0018837714093378
40,79205600.63768154,146,1.0000000000055747
41,79276848.44896033,141,1.0008995299719605
42,79484869.92484264,138,1.0035258780358434
43,79409179.81917459,116,1.002570262459936
44,79343034.14429285,116,1.001735148852444
45,79247716.3545506,121,1.0005317265063551
46,79336392.89240667,131,1.0016513005913015
47,79472494.41616094,118,1.0033696326620045
48,79518658.67389451,94,1.003952473488438
49,79245906.63047484,91,1.0005088780706233
